data,valor,indicador
2020-02-12,4.3366,dolar
2020-02-13,4.3389,dolar
2020-02-14,4.3163,dolar
2020-02-17,4.3157,dolar
2020-02-18,4.3471,dolar
2020-02-19,4.3728,dolar
2020-02-20,4.3873,dolar
2020-02-21,4.3924,dolar
2020-02-26,4.4359,dolar
2020-02-27,4.4764,dolar
2020-02-28,4.4987,dolar
2020-03-02,4.4946,dolar
2020-03-03,4.4883,dolar
2020-03-04,4.5258,dolar
2020-03-05,4.6207,dolar
2020-03-06,4.6459,dolar
2020-03-09,4.7379,dolar
2020-03-10,4.6693,dolar
2020-03-11,4.6738,dolar
2020-03-12,4.8833,dolar
2020-03-13,4.7362,dolar
2020-03-16,4.9471,dolar
2020-03-17,5.0496,dolar
2020-03-18,5.1107,dolar
2020-03-19,5.1444,dolar
2020-03-20,5.0248,dolar
2020-03-23,5.0805,dolar
2020-03-24,5.0713,dolar
2020-03-25,5.0706,dolar
2020-03-26,5.001,dolar
2020-03-27,5.1109,dolar
2020-03-30,5.1594,dolar
2020-03-31,5.1987,dolar
2020-04-01,5.2404,dolar
2020-04-02,5.2651,dolar
2020-04-03,5.2997,dolar
2020-04-06,5.2471,dolar
2020-04-07,5.2217,dolar
2020-04-08,5.2123,dolar
2020-04-09,5.0779,dolar
2020-04-13,5.1824,dolar
2020-04-14,5.1858,dolar
2020-04-15,5.2579,dolar
2020-04-16,5.2377,dolar
2020-04-17,5.2573,dolar
2020-04-20,5.2837,dolar
2020-04-22,5.3847,dolar
2020-04-23,5.4467,dolar
2020-04-24,5.651,dolar
2020-04-27,5.6358,dolar
2020-04-28,5.5683,dolar
2020-04-29,5.4291,dolar
2020-04-30,5.427,dolar
2020-05-04,5.5816,dolar
2020-05-05,5.5354,dolar
2020-05-06,5.6676,dolar
2020-05-07,5.8365,dolar
2020-05-08,5.7653,dolar
2020-05-11,5.7954,dolar
2020-05-12,5.7723,dolar
2020-05-13,5.9022,dolar
2020-05-14,5.9372,dolar
2020-05-15,5.8229,dolar
2020-05-18,5.7375,dolar
2020-05-19,5.7216,dolar
2020-05-20,5.6968,dolar
2020-05-21,5.6019,dolar
2020-05-22,5.5808,dolar
2020-05-25,5.4772,dolar
2020-05-26,5.3707,dolar
2020-05-27,5.2992,dolar
2020-05-28,5.3405,dolar
2020-05-29,5.4263,dolar
2020-06-01,5.3639,dolar
2020-06-02,5.2601,dolar
2020-06-03,5.0516,dolar
2020-06-04,5.1041,dolar
2020-06-05,4.9775,dolar
2020-06-08,4.9331,dolar
2020-06-09,4.9057,dolar
2020-06-10,4.8894,dolar
2020-06-12,5.0373,dolar
2020-06-15,5.1883,dolar
2020-06-16,5.1285,dolar
2020-06-17,5.2499,dolar
2020-06-18,5.3468,dolar
2020-06-19,5.3466,dolar
2020-06-22,5.2226,dolar
2020-06-23,5.1705,dolar
2020-06-24,5.2435,dolar
2020-06-25,5.3287,dolar
2020-06-26,5.4629,dolar
2020-06-29,5.4416,dolar
2020-06-30,5.476,dolar
2020-07-01,5.3651,dolar
2020-07-02,5.3028,dolar
2020-07-03,5.3374,dolar
2020-07-06,5.3085,dolar
2020-07-07,5.3318,dolar
2020-07-08,5.3482,dolar
2020-07-09,5.2978,dolar
2020-07-10,5.344,dolar
2020-07-13,5.3486,dolar
2020-07-14,5.4288,dolar
2020-07-15,5.3491,dolar
2020-07-16,5.356,dolar
2020-07-17,5.351,dolar
2020-07-20,5.3635,dolar
2020-07-21,5.2283,dolar
2020-07-22,5.1111,dolar
2020-07-23,5.1647,dolar
2020-07-24,5.2146,dolar
2020-07-27,5.1889,dolar
2020-07-28,5.1777,dolar
2020-07-29,5.1395,dolar
2020-07-30,5.1837,dolar
2020-07-31,5.2033,dolar
2020-08-03,5.3075,dolar
2020-08-04,5.3329,dolar
2020-08-05,5.276,dolar
2020-08-06,5.3431,dolar
2020-08-07,5.4227,dolar
2020-08-10,5.3933,dolar
2020-08-11,5.4285,dolar
2020-08-12,5.4551,dolar
2020-08-13,5.3801,dolar
2020-08-14,5.3852,dolar
2020-08-17,5.4497,dolar
2020-08-18,5.4659,dolar
2020-08-19,5.4906,dolar
2020-08-20,5.651,dolar
2020-08-21,5.6064,dolar
2020-08-24,5.5954,dolar
2020-08-25,5.5997,dolar
2020-08-26,5.568,dolar
2020-08-27,5.5956,dolar
2020-08-28,5.4679,dolar
2020-08-31,5.4713,dolar
2020-09-01,5.3732,dolar
2020-09-02,5.3741,dolar
2020-09-03,5.3079,dolar
2020-09-04,5.2848,dolar
2020-09-08,5.3698,dolar
2020-09-09,5.3024,dolar
2020-09-10,5.2936,dolar
2020-09-11,5.2854,dolar
2020-09-14,5.2984,dolar
2020-09-15,5.2728,dolar
2020-09-16,5.2532,dolar
2020-09-17,5.2593,dolar
2020-09-18,5.2889,dolar
2020-09-21,5.444,dolar
2020-09-22,5.4329,dolar
2020-09-23,5.5311,dolar
2020-09-24,5.5714,dolar
2020-09-25,5.5667,dolar
2020-09-28,5.5858,dolar
2020-09-29,5.6528,dolar
2020-09-30,5.6407,dolar
2020-10-01,5.6441,dolar
2020-10-02,5.6464,dolar
2020-10-05,5.6299,dolar
2020-10-06,5.5205,dolar
2020-10-07,5.6018,dolar
2020-10-08,5.62,dolar
2020-10-09,5.5393,dolar
2020-10-13,5.5859,dolar
2020-10-14,5.5675,dolar
2020-10-15,5.6172,dolar
2020-10-16,5.6226,dolar
2020-10-19,5.6023,dolar
2020-10-20,5.583,dolar
2020-10-21,5.6006,dolar
2020-10-22,5.582,dolar
2020-10-23,5.612,dolar
2020-10-26,5.6328,dolar
2020-10-27,5.6491,dolar
2020-10-28,5.7325,dolar
2020-10-29,5.7803,dolar
2020-10-30,5.7718,dolar
2020-11-03,5.6895,dolar
2020-11-04,5.6932,dolar
2020-11-05,5.5624,dolar
2020-11-06,5.5313,dolar
2020-11-09,5.2821,dolar
2020-11-10,5.3696,dolar
2020-11-11,5.402,dolar
2020-11-12,5.4094,dolar
2020-11-13,5.4854,dolar
2020-11-16,5.4198,dolar
2020-11-17,5.3968,dolar
2020-11-18,5.2932,dolar
2020-11-19,5.333,dolar
2020-11-20,5.3505,dolar
2020-11-23,5.3828,dolar
2020-11-24,5.4037,dolar
2020-11-25,5.3508,dolar
2020-11-26,5.3201,dolar
2020-11-27,5.3494,dolar
2020-11-30,5.3317,dolar
2020-12-01,5.2789,dolar
2020-12-02,5.2267,dolar
2020-12-03,5.1625,dolar
2020-12-04,5.1706,dolar
2020-12-07,5.1018,dolar
2020-12-08,5.092,dolar
2020-12-09,5.1109,dolar
2020-12-10,5.0852,dolar
2020-12-11,5.0691,dolar
2020-12-14,5.0578,dolar
2020-12-15,5.0968,dolar
2020-12-16,5.1057,dolar
2020-12-17,5.0612,dolar
2020-12-18,5.0986,dolar
2020-12-21,5.1572,dolar
2020-12-22,5.1473,dolar
2020-12-23,5.174,dolar
2020-12-24,5.18,dolar
2020-12-28,5.239,dolar
2020-12-29,5.1942,dolar
2020-12-30,5.1967,dolar
2020-12-31,5.1967,dolar
2021-01-04,5.1626,dolar
2021-01-05,5.3269,dolar
2021-01-06,5.3182,dolar
2021-01-07,5.3433,dolar
2021-01-08,5.3683,dolar
2021-01-11,5.4966,dolar
2021-01-12,5.4637,dolar
2021-01-13,5.307,dolar
2021-01-14,5.2617,dolar
2021-01-15,5.2714,dolar
2021-01-18,5.2788,dolar
2021-01-19,5.2945,dolar
2021-01-20,5.3033,dolar
2021-01-21,5.3166,dolar
2021-01-22,5.4301,dolar
2021-01-25,5.5089,dolar
2021-01-26,5.3865,dolar
2021-01-27,5.3824,dolar
2021-01-28,5.4282,dolar
2021-01-29,5.4759,dolar
2021-02-01,5.4608,dolar
2021-02-02,5.3875,dolar
2021-02-03,5.3423,dolar
2021-02-04,5.391,dolar
2021-02-05,5.3884,dolar
2021-02-08,5.367,dolar
2021-02-09,5.4216,dolar
2021-02-10,5.4024,dolar
2021-02-11,5.3626,dolar
2021-02-12,5.3815,dolar
2021-02-17,5.4138,dolar
2021-02-18,5.4238,dolar
2021-02-19,5.3924,dolar
2021-02-22,5.5044,dolar
2021-02-23,5.449,dolar
2021-02-24,5.4182,dolar
2021-02-25,5.46,dolar
2021-02-26,5.5302,dolar
2021-03-01,5.5832,dolar
2021-03-02,5.6844,dolar
2021-03-03,5.7342,dolar
2021-03-04,5.6008,dolar
2021-03-05,5.687,dolar
2021-03-08,5.7343,dolar
2021-03-09,5.8397,dolar
2021-03-10,5.7449,dolar
2021-03-11,5.589,dolar
2021-03-12,5.564,dolar
2021-03-15,5.6296,dolar
2021-03-16,5.5851,dolar
2021-03-17,5.6579,dolar
2021-03-18,5.5474,dolar
2021-03-19,5.5082,dolar
2021-03-22,5.5269,dolar
2021-03-23,5.4951,dolar
2021-03-24,5.533,dolar
2021-03-25,5.6585,dolar
2021-03-26,5.7042,dolar
2021-03-29,5.7925,dolar
2021-03-30,5.7642,dolar
2021-03-31,5.6973,dolar
2021-04-01,5.6849,dolar
2021-04-05,5.6579,dolar
2021-04-06,5.6263,dolar
2021-04-07,5.5864,dolar
2021-04-08,5.5817,dolar
2021-04-09,5.6445,dolar
2021-04-12,5.6582,dolar
2021-04-13,5.7064,dolar
2021-04-14,5.6936,dolar
2021-04-15,5.6234,dolar
2021-04-16,5.6328,dolar
2021-04-19,5.575,dolar
2021-04-20,5.5266,dolar
2021-04-22,5.497,dolar
2021-04-23,5.4787,dolar
2021-04-26,5.4566,dolar
2021-04-27,5.4424,dolar
2021-04-28,5.4005,dolar
2021-04-29,5.3662,dolar
2021-04-30,5.4036,dolar
2021-05-03,5.4087,dolar
2021-05-04,5.4505,dolar
2021-05-05,5.3872,dolar
2021-05-06,5.2897,dolar
2021-05-07,5.2217,dolar
2021-05-10,5.2227,dolar
2021-05-11,5.2403,dolar
2021-05-12,5.2353,dolar
2021-05-13,5.2815,dolar
2021-05-14,5.2701,dolar
2021-05-17,5.2755,dolar
2021-05-18,5.2588,dolar
2021-05-19,5.2822,dolar
2021-05-20,5.2905,dolar
2021-05-21,5.3027,dolar
2021-05-24,5.3198,dolar
2021-05-25,5.3143,dolar
2021-05-26,5.3164,dolar
2021-05-27,5.284,dolar
2021-05-28,5.2281,dolar
2021-05-31,5.2322,dolar
2021-06-01,5.1636,dolar
2021-06-02,5.1147,dolar
2021-06-04,5.0666,dolar
2021-06-07,5.0498,dolar
2021-06-08,5.0489,dolar
2021-06-09,5.0533,dolar
2021-06-10,5.0635,dolar
2021-06-11,5.119,dolar
2021-06-14,5.0707,dolar
2021-06-15,5.0874,dolar
2021-06-16,5.0207,dolar
2021-06-17,5.0359,dolar
2021-06-18,5.0314,dolar
2021-06-21,5.0373,dolar
2021-06-22,5.0178,dolar
2021-06-23,4.9519,dolar
2021-06-24,4.9277,dolar
2021-06-25,4.9206,dolar
2021-06-28,4.942,dolar
2021-06-29,4.945,dolar
2021-06-30,5.0022,dolar
2021-07-01,5.0055,dolar
2021-07-02,5.0293,dolar
2021-07-05,5.0749,dolar
2021-07-06,5.1645,dolar
2021-07-07,5.2328,dolar
2021-07-08,5.2587,dolar
2021-07-09,5.2393,dolar
2021-07-12,5.2239,dolar
2021-07-13,5.177,dolar
2021-07-14,5.088,dolar
2021-07-15,5.1,dolar
2021-07-16,5.0941,dolar
2021-07-19,5.1978,dolar
2021-07-20,5.2465,dolar
2021-07-21,5.2516,dolar
2021-07-22,5.1978,dolar
2021-07-23,5.1701,dolar
2021-07-26,5.1863,dolar
2021-07-27,5.1669,dolar
2021-07-28,5.1527,dolar
2021-07-29,5.0682,dolar
2021-07-30,5.1216,dolar
2021-08-02,5.1379,dolar
2021-08-03,5.2464,dolar
2021-08-04,5.2091,dolar
2021-08-05,5.1464,dolar
2021-08-06,5.241,dolar
2021-08-09,5.2774,dolar
2021-08-10,5.2217,dolar
2021-08-11,5.2013,dolar
2021-08-12,5.2351,dolar
2021-08-13,5.2474,dolar
2021-08-16,5.2495,dolar
2021-08-17,5.2585,dolar
2021-08-18,5.3025,dolar
2021-08-19,5.418,dolar
2021-08-20,5.4274,dolar
2021-08-23,5.3686,dolar
2021-08-24,5.3017,dolar
2021-08-25,5.2465,dolar
2021-08-26,5.2429,dolar
2021-08-27,5.22,dolar
2021-08-30,5.1952,dolar
2021-08-31,5.1433,dolar
2021-09-01,5.1576,dolar
2021-09-02,5.1735,dolar
2021-09-03,5.1685,dolar
2021-09-06,5.1773,dolar
2021-09-08,5.2524,dolar
2021-09-09,5.2825,dolar
2021-09-10,5.2158,dolar
2021-09-13,5.219,dolar
2021-09-14,5.226,dolar
2021-09-15,5.2576,dolar
2021-09-16,5.2594,dolar
2021-09-17,5.3103,dolar
2021-09-20,5.3332,dolar
2021-09-21,5.3044,dolar
2021-09-22,5.2783,dolar
2021-09-23,5.2891,dolar
2021-09-24,5.3435,dolar
2021-09-27,5.3478,dolar
2021-09-28,5.4206,dolar
2021-09-29,5.4173,dolar
2021-09-30,5.4394,dolar
2021-10-01,5.3911,dolar
2021-10-04,5.4204,dolar
2021-10-05,5.4611,dolar
2021-10-06,5.5097,dolar
2021-10-07,5.514,dolar
2021-10-08,5.5084,dolar
2021-10-11,5.5161,dolar
2021-10-13,5.5471,dolar
2021-10-14,5.4988,dolar
2021-10-15,5.451,dolar
2021-10-18,5.5193,dolar
2021-10-19,5.5521,dolar
2021-10-20,5.5571,dolar
2021-10-21,5.6423,dolar
2021-10-22,5.7117,dolar
2021-10-25,5.5973,dolar
2021-10-26,5.58,dolar
2021-10-27,5.5667,dolar
2021-10-28,5.6124,dolar
2021-10-29,5.643,dolar
2021-11-01,5.6694,dolar
2021-11-03,5.6672,dolar
2021-11-04,5.5942,dolar
2021-11-05,5.5455,dolar
2021-11-08,5.5627,dolar
2021-11-09,5.4957,dolar
2021-11-10,5.459,dolar
2021-11-11,5.4171,dolar
2021-11-12,5.4199,dolar
2021-11-16,5.4772,dolar
2021-11-17,5.4993,dolar
2021-11-18,5.547,dolar
2021-11-19,5.5584,dolar
2021-11-22,5.5841,dolar
2021-11-23,5.6456,dolar
2021-11-24,5.6027,dolar
2021-11-25,5.574,dolar
2021-11-26,5.5865,dolar
2021-11-29,5.6118,dolar
2021-11-30,5.6199,dolar
2021-12-01,5.6168,dolar
2021-12-02,5.6345,dolar
2021-12-03,5.6432,dolar
2021-12-06,5.6877,dolar
2021-12-07,5.6411,dolar
2021-12-08,5.5779,dolar
2021-12-09,5.5564,dolar
2021-12-10,5.5931,dolar
2021-12-13,5.6357,dolar
2021-12-14,5.6461,dolar
2021-12-15,5.7127,dolar
2021-12-16,5.6963,dolar
2021-12-17,5.6959,dolar
2021-12-20,5.7055,dolar
2021-12-21,5.7372,dolar
2021-12-22,5.7201,dolar
2021-12-23,5.691,dolar
2021-12-24,5.6591,dolar
2021-12-27,5.665,dolar
2021-12-28,5.6438,dolar
2021-12-29,5.6619,dolar
2021-12-30,5.5805,dolar
2021-12-31,5.5805,dolar
2022-01-03,5.6309,dolar
2022-01-04,5.6776,dolar
2022-01-05,5.6628,dolar
2022-01-06,5.7042,dolar
2022-01-07,5.6753,dolar
2022-01-10,5.6736,dolar
2022-01-11,5.6351,dolar
2022-01-12,5.5611,dolar
2022-01-13,5.5246,dolar
2022-01-14,5.5349,dolar
2022-01-17,5.5058,dolar
2022-01-18,5.5213,dolar
2022-01-19,5.4978,dolar
2022-01-20,5.4166,dolar
2022-01-21,5.4401,dolar
2022-01-24,5.491,dolar
2022-01-25,5.4971,dolar
2022-01-26,5.4324,dolar
2022-01-27,5.3812,dolar
2022-01-28,5.3954,dolar
2022-01-31,5.3574,dolar
2022-02-01,5.281,dolar
2022-02-02,5.2956,dolar
2022-02-03,5.3025,dolar
2022-02-04,5.3284,dolar
2022-02-07,5.2913,dolar
2022-02-08,5.2699,dolar
2022-02-09,5.2735,dolar
2022-02-10,5.2101,dolar
2022-02-11,5.1987,dolar
2022-02-14,5.2106,dolar
2022-02-15,5.1881,dolar
2022-02-16,5.163,dolar
2022-02-17,5.1565,dolar
2022-02-18,5.1339,dolar
2022-02-21,5.0997,dolar
2022-02-22,5.0611,dolar
2022-02-23,5.0143,dolar
2022-02-24,5.1174,dolar
2022-02-25,5.1394,dolar
2022-03-02,5.1347,dolar
2022-03-03,5.0479,dolar
2022-03-04,5.0758,dolar
2022-03-07,5.0579,dolar
2022-03-08,5.0903,dolar
2022-03-09,5.0094,dolar
2022-03-10,5.0513,dolar
2022-03-11,5.0255,dolar
2022-03-14,5.0647,dolar
2022-03-15,5.1314,dolar
2022-03-16,5.1287,dolar
2022-03-17,5.0764,dolar
2022-03-18,5.0411,dolar
2022-03-21,4.9666,dolar
2022-03-22,4.9208,dolar
2022-03-23,4.8704,dolar
2022-03-24,4.8067,dolar
2022-03-25,4.7782,dolar
2022-03-28,4.7905,dolar
2022-03-29,4.7486,dolar
2022-03-30,4.7497,dolar
2022-03-31,4.7378,dolar
2022-04-01,4.6984,dolar
2022-04-04,4.6175,dolar
2022-04-05,4.64,dolar
2022-04-06,4.6967,dolar
2022-04-07,4.7422,dolar
2022-04-08,4.7513,dolar
2022-04-11,4.7025,dolar
2022-04-12,4.6483,dolar
2022-04-13,4.6811,dolar
2022-04-14,4.7158,dolar
2022-04-18,4.6746,dolar
2022-04-19,4.6664,dolar
2022-04-20,4.6397,dolar
2022-04-22,4.7326,dolar
2022-04-25,4.8818,dolar
2022-04-26,4.9666,dolar
2022-04-27,5.0167,dolar
2022-04-28,5.011,dolar
2022-04-29,4.9191,dolar
2022-05-02,5.0266,dolar
2022-05-03,5.0167,dolar
2022-05-04,5.0093,dolar
2022-05-05,5.0051,dolar
2022-05-06,5.075,dolar
2022-05-09,5.134,dolar
2022-05-10,5.139,dolar
2022-05-11,5.1244,dolar
2022-05-12,5.1482,dolar
2022-05-13,5.1075,dolar
2022-05-16,5.0666,dolar
2022-05-17,4.9676,dolar
2022-05-18,4.9592,dolar
2022-05-19,4.9198,dolar
2022-05-20,4.8777,dolar
2022-05-23,4.7973,dolar
2022-05-24,4.8106,dolar
2022-05-25,4.8359,dolar
2022-05-26,4.7967,dolar
2022-05-27,4.7434,dolar
2022-05-30,4.7216,dolar
2022-05-31,4.7289,dolar
2022-06-01,4.7765,dolar
2022-06-02,4.7879,dolar
2022-06-03,4.7956,dolar
2022-06-06,4.7839,dolar
2022-06-07,4.8909,dolar
2022-06-08,4.8711,dolar
2022-06-09,4.8951,dolar
2022-06-10,4.9836,dolar
2022-06-13,5.1033,dolar
2022-06-14,5.1203,dolar
2022-06-15,5.1119,dolar
2022-06-17,5.1313,dolar
2022-06-20,5.1641,dolar
2022-06-21,5.1462,dolar
2022-06-22,5.1509,dolar
2022-06-23,5.1833,dolar
2022-06-24,5.2334,dolar
2022-06-27,5.2214,dolar
2022-06-28,5.2179,dolar
2022-06-29,5.2268,dolar
2022-06-30,5.238,dolar
2022-07-01,5.3142,dolar
2022-07-04,5.3038,dolar
2022-07-05,5.3899,dolar
2022-07-06,5.4321,dolar
2022-07-07,5.364,dolar
2022-07-08,5.3086,dolar
2022-07-11,5.3477,dolar
2022-07-12,5.412,dolar
2022-07-13,5.3992,dolar
2022-07-14,5.4568,dolar
2022-07-15,5.4014,dolar
2022-07-18,5.3675,dolar
2022-07-19,5.3904,dolar
2022-07-20,5.4288,dolar
2022-07-21,5.475,dolar
2022-07-22,5.4522,dolar
2022-07-25,5.4144,dolar
2022-07-26,5.3608,dolar
2022-07-27,5.3074,dolar
2022-07-28,5.2149,dolar
2022-07-29,5.1884,dolar
2022-08-01,5.1606,dolar
2022-08-02,5.2329,dolar
2022-08-03,5.2846,dolar
2022-08-04,5.2409,dolar
2022-08-05,5.2165,dolar
2022-08-08,5.1247,dolar
2022-08-09,5.1224,dolar
2022-08-10,5.0497,dolar
2022-08-11,5.1127,dolar
2022-08-12,5.1023,dolar
2022-08-15,5.0925,dolar
2022-08-16,5.134,dolar
2022-08-17,5.1784,dolar
2022-08-18,5.1773,dolar
2022-08-19,5.1961,dolar
2022-08-22,5.1709,dolar
2022-08-23,5.103,dolar
2022-08-24,5.105,dolar
2022-08-25,5.1173,dolar
2022-08-26,5.0903,dolar
2022-08-29,5.0428,dolar
2022-08-30,5.0617,dolar
2022-08-31,5.179,dolar
2022-09-01,5.2007,dolar
2022-09-02,5.1878,dolar
2022-09-05,5.1686,dolar
2022-09-06,5.2228,dolar
2022-09-08,5.2155,dolar
2022-09-09,5.1633,dolar
2022-09-12,5.1183,dolar
2022-09-13,5.1794,dolar
2022-09-14,5.1774,dolar
2022-09-15,5.2211,dolar
2022-09-16,5.2882,dolar
2022-09-19,5.2367,dolar
2022-09-20,5.1705,dolar
2022-09-21,5.1692,dolar
2022-09-22,5.1677,dolar
2022-09-23,5.2257,dolar
2022-09-26,5.3548,dolar
2022-09-27,5.3508,dolar
2022-09-28,5.3594,dolar
2022-09-29,5.3916,dolar
2022-09-30,5.4066,dolar
2022-10-03,5.2002,dolar
2022-10-04,5.1411,dolar
2022-10-05,5.2144,dolar
2022-10-06,5.2009,dolar
2022-10-07,5.2221,dolar
2022-10-10,5.1941,dolar
2022-10-11,5.2068,dolar
2022-10-13,5.3017,dolar
2022-10-14,5.2824,dolar
2022-10-17,5.2713,dolar
2022-10-18,5.2697,dolar
2022-10-19,5.2808,dolar
2022-10-20,5.2176,dolar
2022-10-21,5.1919,dolar
2022-10-24,5.2744,dolar
2022-10-25,5.3091,dolar
2022-10-26,5.3248,dolar
2022-10-27,5.3003,dolar
2022-10-28,5.3454,dolar
2022-10-31,5.257,dolar
2022-11-01,5.15,dolar
2022-11-03,5.1349,dolar
2022-11-04,5.036,dolar
2022-11-07,5.0886,dolar
2022-11-08,5.1744,dolar
2022-11-09,5.1629,dolar
2022-11-10,5.3064,dolar
2022-11-11,5.3051,dolar
2022-11-14,5.3013,dolar
2022-11-16,5.3204,dolar
2022-11-17,5.4655,dolar
2022-11-18,5.3477,dolar
2022-11-21,5.3259,dolar
2022-11-22,5.3339,dolar
2022-11-23,5.393,dolar
2022-11-24,5.3149,dolar
2022-11-25,5.3508,dolar
2022-11-28,5.3796,dolar
2022-11-29,5.3076,dolar
2022-11-30,5.2941,dolar
2022-12-01,5.1948,dolar
2022-12-02,5.1974,dolar
2022-12-05,5.2464,dolar
2022-12-06,5.2396,dolar
2022-12-07,5.2208,dolar
2022-12-08,5.2091,dolar
2022-12-09,5.2396,dolar
2022-12-12,5.3066,dolar
2022-12-13,5.2669,dolar
2022-12-14,5.3406,dolar
2022-12-15,5.3183,dolar
2022-12-16,5.2806,dolar
2022-12-19,5.316,dolar
2022-12-20,5.2427,dolar
2022-12-21,5.2031,dolar
2022-12-22,5.1871,dolar
2022-12-23,5.1445,dolar
2022-12-26,5.1872,dolar
2022-12-27,5.2832,dolar
2022-12-28,5.2736,dolar
2022-12-29,5.2177,dolar
2022-12-30,5.2177,dolar
2023-01-02,5.3436,dolar
2023-01-03,5.3759,dolar
2023-01-04,5.4459,dolar
2023-01-05,5.4026,dolar
2023-01-06,5.2855,dolar
2023-01-09,5.2967,dolar
2023-01-10,5.2395,dolar
2023-01-11,5.202,dolar
2023-01-12,5.14,dolar
2023-01-13,5.1146,dolar
2023-01-16,5.1115,dolar
2023-01-17,5.1203,dolar
2023-01-18,5.0909,dolar
2023-01-19,5.2144,dolar
2023-01-20,5.1986,dolar
2023-01-23,5.1922,dolar
2023-01-24,5.1696,dolar
2023-01-25,5.1042,dolar
2023-01-26,5.0951,dolar
2023-01-27,5.0767,dolar
2023-01-30,5.0959,dolar
2023-01-31,5.0993,dolar
2023-02-01,5.0721,dolar
2023-02-02,4.9901,dolar
2023-02-03,5.103,dolar
2023-02-06,5.1763,dolar
2023-02-07,5.1695,dolar
2023-02-08,5.2036,dolar
2023-02-09,5.2315,dolar
2023-02-10,5.2526,dolar
2023-02-13,5.1834,dolar
2023-02-14,5.1507,dolar
2023-02-15,5.2243,dolar
2023-02-16,5.2432,dolar
2023-02-17,5.2012,dolar
2023-02-22,5.173,dolar
2023-02-23,5.133,dolar
2023-02-24,5.1791,dolar
2023-02-27,5.196,dolar
2023-02-28,5.2078,dolar
2023-03-01,5.207,dolar
2023-03-02,5.208,dolar
2023-03-03,5.2037,dolar
2023-03-06,5.197,dolar
2023-03-07,5.1901,dolar
2023-03-08,5.1387,dolar
2023-03-09,5.1353,dolar
2023-03-10,5.1822,dolar
2023-03-13,5.24,dolar
2023-03-14,5.2362,dolar
2023-03-15,5.2981,dolar
2023-03-16,5.2892,dolar
2023-03-17,5.2679,dolar
2023-03-20,5.2467,dolar
2023-03-21,5.2444,dolar
2023-03-22,5.2648,dolar
2023-03-23,5.2632,dolar
2023-03-24,5.2921,dolar
2023-03-27,5.2306,dolar
2023-03-28,5.1733,dolar
2023-03-29,5.1493,dolar
2023-03-30,5.1254,dolar
2023-03-31,5.0804,dolar
2023-04-03,5.0637,dolar
2023-04-04,5.0762,dolar
2023-04-05,5.0447,dolar
2023-04-06,5.0683,dolar
2023-04-10,5.0834,dolar
2023-04-11,5.0128,dolar
2023-04-12,4.9496,dolar
2023-04-13,4.9097,dolar
2023-04-14,4.9455,dolar
2023-04-17,4.9421,dolar
2023-04-18,4.9678,dolar
2023-04-19,5.0467,dolar
2023-04-20,5.0497,dolar
2023-04-24,5.0595,dolar
2023-04-25,5.0613,dolar
2023-04-26,5.0585,dolar
2023-04-27,5.015,dolar
2023-04-28,5.0007,dolar
2023-05-02,5.0334,dolar
2023-05-03,5.0227,dolar
2023-05-04,5.0106,dolar
2023-05-05,4.9696,dolar
2023-05-08,4.9696,dolar
2023-05-09,5.0007,dolar
2023-05-10,4.9547,dolar
2023-05-11,4.9696,dolar
2023-05-12,4.9234,dolar
2023-05-15,4.9103,dolar
2023-05-16,4.9122,dolar
2023-05-17,4.9513,dolar
2023-05-18,4.9647,dolar
2023-05-19,4.9858,dolar
2023-05-22,4.968,dolar
2023-05-23,4.9674,dolar
2023-05-24,4.9474,dolar
2023-05-25,4.999,dolar
2023-05-26,5.0114,dolar
2023-05-29,4.9954,dolar
2023-05-30,5.0593,dolar
2023-05-31,5.0959,dolar
2023-06-01,5.035,dolar
2023-06-02,4.9558,dolar
2023-06-05,4.9236,dolar
2023-06-06,4.9292,dolar
2023-06-07,4.9119,dolar
2023-06-09,4.8922,dolar
2023-06-12,4.8832,dolar
2023-06-13,4.8533,dolar
2023-06-14,4.8462,dolar
2023-06-15,4.8222,dolar
2023-06-16,4.8286,dolar
2023-06-19,4.7803,dolar
2023-06-20,4.793,dolar
2023-06-21,4.7795,dolar
2023-06-22,4.775,dolar
2023-06-23,4.7799,dolar
2023-06-26,4.7698,dolar
2023-06-27,4.7903,dolar
2023-06-28,4.8563,dolar
2023-06-29,4.8584,dolar
2023-06-30,4.8192,dolar
2023-07-03,4.7876,dolar
2023-07-04,4.8056,dolar
2023-07-05,4.8577,dolar
2023-07-06,4.8977,dolar
2023-07-07,4.8799,dolar
2023-07-10,4.8735,dolar
2023-07-11,4.8949,dolar
2023-07-12,4.8058,dolar
2023-07-13,4.8038,dolar
2023-07-14,4.7957,dolar
2023-07-17,4.8302,dolar
2023-07-18,4.804,dolar
2023-07-19,4.8,dolar
2023-07-20,4.7888,dolar
2023-07-21,4.7732,dolar
2023-07-24,4.7457,dolar
2023-07-25,4.7496,dolar
2023-07-26,4.7368,dolar
2023-07-27,4.7202,dolar
2023-07-28,4.7253,dolar
2023-07-31,4.7415,dolar
2023-08-01,4.7752,dolar
2023-08-02,4.8083,dolar
2023-08-03,4.8797,dolar
2023-08-04,4.8609,dolar
2023-08-07,4.901,dolar
2023-08-08,4.9217,dolar
2023-08-09,4.9015,dolar
2023-08-10,4.8518,dolar
2023-08-11,4.8918,dolar
2023-08-14,4.9481,dolar
2023-08-15,4.9812,dolar
